ra,dec,umag,eu,bmag,eb,vmag,ev,gmag,eg,rmag,er,imag,ei,zmag,ez,kmag,ek,zp_best,zl68_gal,zu68_gal,Origin,SpecRA,SpecDEC,z_spec,Q_f,SpecOrigin,Outlier,I_FWHMArea,Z_FWHMArea,R_FWHMArea,G_FWHMArea
149.48564,1.638823,24.8689,0.0789,24.1185,0.0529,23.302,0.0351,23.9509,0.0418,23.0119,0.0248,22.6766,0.0267,22.21,0.0231,21.4555,0.2245,0.33,0.25,0.36,Cosmos2006,149.4856597,1.638808389,0.3106,4.0,publicSpecZ,0,9,20.0,17.0,20.0
149.48671000000004,2.190012,26.4919,0.2209,25.5724,0.1101,24.6545,0.0614,25.5568,0.1035,23.9652,0.0394,22.7405,0.0218,22.0867,0.0196,20.3959,0.1056,0.82,0.74,0.86,Cosmos2006,149.486694,2.190011,0.78,9.0,DEIMOS,0,25,29.0,32.0,29.0
149.48782,2.620229,21.7892,0.0134,21.1388,0.0114,20.4302,0.0069,21.1099,0.0096,20.168,0.0062,19.9216,0.0054,19.4508,0.0046,18.6832,0.0252,0.32,0.28,0.36,Cosmos2006,149.487854,2.620225,0.3068,3.5,zCOSMOS,0,22,29.0,41.0,29.0
149.48872,2.627081,23.505,0.033,22.967,0.028,22.582,0.02,23.105,0.026,22.201,0.016,21.893,0.014,21.662,0.015,20.968000000000004,0.021,0.487,0.47,0.5,mag25lim,149.4887652,2.627053616,0.4724,3.0,publicSpecZ,0,36,37.0,35.0,37.0
149.4892,2.348538,25.5345,0.1067,24.552,0.06,23.8659,0.0386,24.4888,0.0526,23.4778,0.0301,22.7993,0.0226,22.1886,0.0207,21.2153,0.226,0.72,0.7,0.79,Cosmos2006,149.48922050000004,2.348486866,0.18104167,2.0,publicSpecZ,0,14,20.0,27.0,20.0
149.491,2.034642,22.499,0.019,21.865,0.017,21.622,0.013,21.965,0.015,21.581,0.012,21.403,0.011,21.404,0.014,21.042,0.02,0.229,0.22,0.24,mag25lim,149.4910303,2.034608026,0.2093,4.0,publicSpecZ,0,22,42.0,38.0,42.0
149.49145,2.075177,24.8441,0.0659,24.8829,0.0761,24.8163,0.0689,24.978,0.0687,24.2866,0.0494,23.8601,0.0431,23.1834,0.0472,21.91,0.412,1.2,1.1,1.32,Cosmos2006,149.49150500000005,2.075173,1.379,4.0,DEIMOS,0,9,15.0,18.0,15.0
149.49211,2.577067,22.145,0.017,21.281,0.013,20.858,0.01,21.342,0.011,20.77,0.01,20.479,0.01,20.307,0.01,19.842,0.01,0.161,0.15,0.17,mag25lim,149.4921257,2.57704177,0.1634325,4.0,publicSpecZ,0,23,33.0,38.0,33.0
149.49219,2.344938,25.5521,0.1054,24.2907,0.0528,23.3263,0.0287,24.1302,0.0424,22.5377,0.019,21.7955,0.0134,21.2998,0.0124,19.9946,0.0698,0.51,0.43,0.53,Cosmos2006,149.49219580000005,2.34490916,0.51599216,4.0,publicSpecZ,0,38,40.0,46.0,40.0
149.49292,2.157392,22.34800000000001,0.018000000000000002,21.19,0.012,20.474,0.01,21.107,0.01,20.197,0.01,19.844,0.01,19.503,0.01,18.847,0.01,0.111,0.1,0.12,mag25lim,149.4929459,2.1573621430000003,0.1263,3.0,publicSpecZ,0,48,59.0,71.0,59.0
149.49303,2.66735,25.326,0.102,24.996,0.079,24.455,0.054000000000000006,24.982,0.07200000000000001,24.017,0.041,23.143,0.027000000000000003,22.456,0.025,20.637,0.016,1.107,1.07,1.12,mag25lim,149.4930537,2.667321702,1.023537,3.0,publicSpecZ,0,26,37.0,31.0,37.0
149.49313999999995,2.666585,23.825,0.039,23.565,0.038,23.296,0.028,23.66800000000001,0.034,23.19,0.027000000000000003,22.699,0.021,22.312,0.023,21.059,0.023,1.079,1.07,1.12,mag25lim,149.4931742,2.666564405,1.0222704,3.0,publicSpecZ,0,16,20.0,23.0,20.0
149.49321,2.570973,23.923,0.041,22.495,0.022,21.502,0.012,22.424,0.018000000000000002,20.821,0.01,20.395,0.01,19.894,0.01,18.907,0.01,0.407,0.4,0.42,mag25lim,149.49324009999995,2.5709648080000003,0.4028,4.0,publicSpecZ,0,15,22.0,27.0,22.0
149.49352,2.670688,26.745,0.309,25.338,0.098,24.372,0.051,25.274,0.087,23.642,0.033,23.047,0.026,22.655,0.029,21.63,0.036000000000000004,0.423,0.41,0.44,mag25lim,149.49353269999997,2.670652823,0.50931865,2.0,publicSpecZ,0,15,15.0,18.0,15.0
149.49443,2.67747,23.987,0.044,23.646,0.039,23.654,0.035,23.891,0.039,23.504,0.031,23.113000000000003,0.028,22.575,0.027000000000000003,21.755,0.04,1.211,1.2,1.22,mag25lim,149.4944524,2.677446072,0.9324756,2.0,publicSpecZ,0,30,28.0,28.0,28.0
149.49487,2.280735,22.0407,0.0149,21.1788,0.0117,20.2005,0.0062,21.0231,0.0092,19.8731,0.0054,19.5116,0.0045,19.0131,0.0037,17.8958,0.0084,0.28,0.26,0.31,Cosmos2006,149.4948834,2.280718959,0.3052,4.0,publicSpecZ,0,43,49.0,56.0,49.0
149.495,2.077154,24.4524,0.0519,23.9363,0.0437,23.7456,0.0357,24.0868,0.0412,23.3764,0.029,22.7102,0.0216,22.4374,0.0262,21.5204,0.2873,0.67,0.61,0.74,Cosmos2006,149.49502809999996,2.077132458,0.6139095999999999,3.0,publicSpecZ,0,27,34.0,30.0,34.0
149.49583,1.739814,24.392,0.053,24.002,0.05,23.548,0.035,24.066,0.046,23.072,0.028,22.649,0.023,22.42,0.028,21.674,0.043,0.522,0.5,0.54,mag25lim,149.49583,1.739814,0.5307,3.0,publicSpecZ,0,34,33.0,41.0,33.0
149.49641,2.07074,24.122,0.043,23.191,0.031,22.242,0.017,23.149,0.026,21.631,0.013,21.014,0.01,20.551,0.01,19.057,0.01,0.43,0.42,0.44,mag25lim,149.4964537,2.0707209090000003,0.5463,1.0,publicSpecZ,0,26,46.0,54.0,46.0
149.49691,2.264676,24.2615,0.0467,23.7384,0.0401,23.4873,0.0317,23.9287,0.04,23.0752,0.0262,22.4345,0.0188,22.1176,0.0199,21.5354,0.2698,0.71,0.63,0.76,Cosmos2006,149.496915,2.264666325,0.6824241999999999,2.0,publicSpecZ,0,35,37.0,43.0,37.0
149.49723999999995,2.556067,24.349,0.053,23.942,0.046,23.85,0.039,24.137,0.045,23.411,0.03,22.85,0.024,22.033,0.019,20.196,0.011,1.33,1.31,1.37,mag25lim,149.4972639,2.556030453,0.7588,2.0,publicSpecZ,0,44,40.0,24.0,40.0
149.49767,2.4043330000000003,23.32,0.029,22.593000000000004,0.024,21.959,0.015,22.63300000000001,0.021,21.351,0.011,20.792,0.01,20.392,0.01,19.287,0.01,0.49,0.48,0.5,mag25lim,149.49768899999995,2.40431805,0.4816,3.0,publicSpecZ,0,15,21.0,21.0,21.0
149.49774,2.469642,20.3419,0.0067,19.3054,0.0049,18.5761,0.003,19.2385,0.004,18.4148,0.0028,-99.0,-99.0,17.8089,0.0021,17.1502,0.0057,0.15,0.11,0.19,Cosmos2006,149.4977587,2.46961783,0.119431213,4.0,publicSpecZ,0,25,38.0,40.0,38.0
149.49775,2.545034,23.3655,0.0301,22.8469,0.0255,22.5438,0.0191,22.9733,0.0234,22.2766,0.0166,21.4702,0.0114,21.0867,0.0105,20.395,0.0926,0.8,0.73,0.87,Cosmos2006,149.49776699999995,2.54503106,0.8563618000000001,4.0,publicSpecZ,0,27,35.0,55.0,35.0
149.49778999999995,2.523376,25.0141,0.0838,24.3645,0.0546,23.5428,0.0321,24.2907,0.0477,23.2094,0.0261,22.779,0.0225,22.4486,0.0241,21.8443,0.35100000000000003,0.33,0.21,0.41,Cosmos2006,149.4978169,2.523365782,0.329996,2.0,publicSpecZ,0,15,21.0,25.0,21.0
149.49833,2.690381,24.78,0.07,24.352,0.057,24.195,0.048,24.54300000000001,0.057,24.046,0.041,23.436,0.036000000000000004,23.18,0.042,22.539,0.087,0.847,0.84,0.86,mag25lim,149.4983542,2.6903463910000003,0.7414753000000001,2.0,publicSpecZ,0,27,27.0,25.0,27.0
149.49877,2.238344,23.976,0.04,23.572,0.038,23.257,0.028,23.676,0.034,23.035,0.025,22.302,0.018000000000000002,21.905,0.018000000000000002,20.64,0.017,0.865,0.85,0.88,mag25lim,149.4987876,2.238322911,0.84329975,3.0,publicSpecZ,0,44,43.0,53.0,43.0
149.49892,2.583482,99.0,28.7,99.0,29.1,26.4463,0.2302,99.0,28.0,25.6966,0.1157,23.5969,0.0367,22.725,0.0302,22.2557,0.5059,1.47,0.76,1.51,Cosmos2006,149.4989458,2.583455076,0.78087914,3.0,publicSpecZ,0,8,12.0,11.0,12.0
149.49938,2.576286,27.176,0.421,26.023000000000003,0.155,24.842,0.07200000000000001,25.934,0.14400000000000002,24.159,0.045,23.033,0.026,22.517,0.026,21.43,0.031,0.746,0.73,0.76,mag25lim,149.49938,2.576283213,0.5607385,2.0,publicSpecZ,0,11,16.0,22.0,16.0
149.49954,1.874234,23.115,0.026,22.754,0.025,22.555,0.02,22.932,0.024,22.248,0.017,22.02,0.015,21.931,0.019,21.467,0.028,0.555,0.54,0.57,mag25lim,149.49955730000005,1.874214473,0.601700008,4.0,publicSpecZ,0,14,20.0,19.0,20.0
149.50053,2.714682,25.14,0.08800000000000001,24.527,0.066,24.101,0.049,24.567,0.06,23.66800000000001,0.035,22.651,0.022,22.184,0.023,20.517,0.015,0.753,0.73,0.79,mag25lim,149.5005748,2.714660689,0.77191573,3.0,publicSpecZ,0,33,36.0,45.0,36.0
149.50075,2.329447,22.881,0.023,22.588,0.024,22.64,0.021,22.806,0.022,22.602,0.02,22.06900000000001,0.015,21.866,0.017,21.669,0.039,0.8740000000000001,0.86,0.89,mag25lim,149.50076930000003,2.329424456,0.8916626,4.0,publicSpecZ,0,18,25.0,30.0,25.0
149.50077,1.7361970000000002,25.6282,0.1342,24.4333,0.0556,24.0157,0.0405,24.5931,0.0543,23.2663,0.0272,22.3221,0.0174,21.4348,0.0132,19.6653,0.042,1.17,1.11,1.21,Cosmos2006,149.5007794,1.736199209,0.9858,3.0,publicSpecZ,0,16,25.0,32.0,25.0
149.50155,1.862534,24.421,0.054000000000000006,23.779,0.042,23.274,0.029,23.772,0.036000000000000004,22.628,0.02,21.827,0.014,21.45,0.014,20.336,0.012,0.647,0.62,0.66,mag25lim,149.5015674,1.862520807,0.6548,3.0,publicSpecZ,0,20,22.0,33.0,22.0
149.50195,2.659451,24.6986,0.0701,23.854,0.0422,23.1726,0.0265,23.7949,0.0359,22.3392,0.0171,21.5349,0.0118,21.0296,0.0102,19.649,0.0585,0.68,0.64,0.7,Cosmos2006,149.501979,2.659418923,0.5828842,3.0,publicSpecZ,0,30,32.0,59.0,32.0
149.50282,2.709285,23.408,0.031,22.77,0.026,22.502,0.019,22.917,0.023,21.96,0.015,21.419,0.011,21.099,0.011,20.034,0.011,0.609,0.6,0.62,mag25lim,149.50282,2.709285,0.615,4.0,DEIMOS,0,33,37.0,49.0,37.0
149.50325,2.338031,25.8189,0.1274,24.7166,0.066,24.2615,0.047,24.7384,0.0599,23.9986,0.0407,23.6937,0.0368,23.2822,0.0459,21.6322,0.3276,2.46,0.2,2.76,Cosmos2006,149.50323,2.338027,0.07202460599999999,2.0,publicSpecZ,0,55,18.0,26.0,18.0
149.50457,2.565842,24.957,0.077,24.47,0.06,23.856,0.038,24.476,0.053,23.637,0.034,23.433000000000003,0.032,23.271,0.045,23.338,0.181,0.376,0.34,0.39,mag25lim,149.504587,2.5658236640000003,0.4253433,2.0,publicSpecZ,0,15,18.0,26.0,18.0
149.50458,2.429247,23.303,0.029,22.91800000000001,0.027000000000000003,22.855,0.023,23.166,0.027000000000000003,22.657,0.021,22.21,0.017,21.927,0.018000000000000002,21.314,0.028,0.758,0.75,0.77,mag25lim,149.50458999999995,2.429231006,0.7565,23.0,publicSpecZ,0,16,20.0,26.0,20.0
149.50603,2.020898,24.031,0.042,22.645,0.024,21.493,0.012,22.503,0.019,20.847,0.01,20.364,0.01,19.871,0.01,18.815,0.01,0.388,0.38,0.4,mag25lim,149.506058,2.020871485,0.3795,3.0,publicSpecZ,0,13,15.0,22.0,15.0
149.50606000000005,2.504212,23.557,0.034,23.044,0.029,23.055,0.025,23.276,0.028,22.941,0.024,22.634,0.021,22.317,0.023,21.175,0.025,1.543,1.49,1.58,mag25lim,149.506079,2.504188375,1.5248,4.0,publicSpecZ,0,13,13.0,20.0,13.0
149.50625,2.687615,24.8157,0.0775,23.3637,0.0328,22.3199,0.017,23.2624,0.0268,21.502,0.0115,20.7813,0.0081,20.3507,0.0071,19.358,0.0408,0.47,0.42,0.53,Cosmos2006,149.5062795,2.687593149,0.471,4.0,publicSpecZ,0,17,24.0,31.0,24.0
149.50655,2.012287,24.658,0.053,24.388,0.053,24.39,0.045,24.575,0.05,24.397,0.045,23.766,0.034,23.498,0.035,23.099,0.058,0.986,0.97,1.0,mag25lim,149.50655,2.012287,0.9515,2.0,publicSpecZ,0,52,69.0,52.0,69.0
149.50672,1.857574,28.34,1.136,25.753,0.122,24.518,0.056,25.523000000000003,0.107,23.712,0.035,21.974,0.015,21.163,0.011,20.584,0.014,0.0,0.79,0.82,mag25lim,149.5067207,1.857552811,1.123800039,2.0,publicSpecZ,0,7,7.0,8.0,7.0
149.50799999999995,2.654293,25.6388,0.1384,24.3996,0.0556,23.2576,0.027000000000000003,24.1916,0.0435,22.4353,0.018000000000000002,21.384,0.0108,20.8709,0.0094,19.5169,0.0524,0.67,0.58,0.7,Cosmos2006,149.5080135,2.654258446,0.630542,4.0,publicSpecZ,0,17,24.0,38.0,24.0
149.50808999999995,2.658877,23.286,0.029,22.627,0.024,22.033,0.015,22.725,0.021,21.561,0.012,21.13,0.01,20.807,0.01,19.888,0.01,0.444,0.43,0.46,mag25lim,149.50812230000003,2.658851762,0.43934253,4.0,publicSpecZ,0,19,21.0,35.0,21.0
149.50846,2.373844,23.7361,0.0357,23.0748,0.0283,22.2856,0.0166,23.0502,0.0243,21.8878,0.0139,21.3819,0.0109,20.9723,0.0099,20.0633,0.0728,0.39,0.31,0.44,Cosmos2006,149.5084778,2.373831231,0.4193,1.0,publicSpecZ,0,18,20.0,32.0,20.0
149.50922,1.7554,22.581,0.02,21.6027,0.0141,21.0414,0.0092,21.5929,0.0121,20.8163,0.0084,20.518,0.0072,20.2922,0.006999999999999999,19.6254,0.0398,0.1,0.07,0.18,Cosmos2006,149.5092485,1.755381153,0.284,3.0,publicSpecZ,0,36,41.0,50.0,41.0
149.50923,2.4849330000000003,24.395,0.054000000000000006,24.068,0.049,23.506,0.036000000000000004,24.156,0.05,23.165,0.028,22.91,0.026,22.658,0.03,22.154,0.061,0.426,0.41,0.44,mag25lim,149.5092244,2.484907686,0.4748391,3.0,publicSpecZ,0,22,18.0,31.0,18.0
149.50949,2.221931,24.0735,0.0422,23.6966,0.0385,23.6006,0.0323,23.8702,0.0368,23.297,0.0275,22.734,0.0214,22.4882,0.0256,21.4904,0.2629,0.7,0.67,0.82,Cosmos2006,149.5095108,2.221916936,0.7563032,4.0,publicSpecZ,0,19,21.0,25.0,21.0
149.50956000000005,2.66859,22.9491,0.0245,22.3986,0.0206,22.0268,0.0147,22.5166,0.0186,21.5641,0.012,21.173,0.0098,20.7822,0.0089,20.3813,0.1131,0.55,0.49,0.58,Cosmos2006,149.509582,2.66856783,0.5372064999999999,4.0,publicSpecZ,0,50,50.0,66.0,50.0
149.51025,2.768687,25.7979,0.1362,24.7304,0.0639,23.7061,0.0331,24.7718,0.0579,23.048,0.0244,22.0128,0.0145,21.5992,0.0134,20.3407,0.1066,0.71,0.69,0.73,Cosmos2006,149.51025149999995,2.7688651230000003,0.6293988,4.0,publicSpecZ,0,13,15.0,12.0,15.0
149.51157,2.401736,22.3863,0.0178,21.4258,0.0131,21.0401,0.0093,21.477,0.0114,20.9213,0.0088,20.6332,0.0076,20.4348,0.0075,20.4597,0.1009,0.07,0.03,0.12,Cosmos2006,149.5115879,2.40171521,0.0921,9.0,publicSpecZ,0,56,61.0,53.0,61.0
149.51299,2.379786,23.726,0.036000000000000004,23.278,0.033,23.123,0.026,23.427,0.031,22.827,0.022,22.927,0.024,22.47,0.025,22.527,0.092,0.304,0.29,0.31,mag25lim,149.51300769999997,2.379761789,0.31431216,4.0,publicSpecZ,0,14,13.0,17.0,13.0
149.51301,2.541335,25.3127,0.1025,24.1252,0.0488,23.1354,0.0261,24.0332,0.0403,22.5312,0.019,21.9827,0.0149,21.6719,0.0155,20.9137,0.1483,0.35,0.3,0.42,Cosmos2006,149.5130324,2.541322396,0.3752,1.0,publicSpecZ,0,14,15.0,25.0,15.0
149.51315,2.582574,23.974,0.042,23.724,0.041,23.449,0.031,23.954,0.04,23.094,0.025,22.889,0.024,22.834,0.033,22.591,0.086,0.5770000000000001,0.53,0.59,mag25lim,149.5131756,2.582553535,0.4136835999999999,3.0,publicSpecZ,0,19,22.0,33.0,22.0
149.51353,2.210921,22.612,0.02,22.134,0.019,22.003,0.015,22.338,0.018000000000000002,21.614,0.012,21.236,0.01,21.118,0.011,20.458,0.013,0.594,0.58,0.61,mag25lim,149.51353,2.210921,0.607,4.0,DEIMOS,0,37,36.0,46.0,36.0
149.51373,2.177389,24.724,0.059,23.817,0.044,23.413,0.031,23.925,0.041,23.315,0.029,23.075,0.028,22.993,0.04,22.603,0.075,0.204,0.19,0.22,mag25lim,149.51373999999996,2.177376027,0.18065426,4.0,publicSpecZ,0,22,29.0,36.0,29.0
149.5138,2.081608,25.186,0.08,24.269,0.053,23.58,0.033,24.22,0.046,22.86,0.023,21.957,0.015,21.46,0.013,19.625,0.01,0.595,0.58,0.61,mag25lim,149.5138,2.081608,0.6759999999999999,4.0,DEIMOS,0,44,55.0,34.0,55.0
149.51488999999995,2.269151,24.093000000000004,0.042,23.47,0.036000000000000004,22.997,0.024,23.604,0.033,22.459,0.019,21.967,0.015,21.66800000000001,0.015,20.745,0.017,0.51,0.5,0.52,mag25lim,149.5149044,2.269139617,0.5311839,4.0,publicSpecZ,0,30,35.0,40.0,35.0
149.51563000000004,1.973964,25.151,0.08,23.938,0.045,22.921,0.023,23.839,0.037000000000000005,22.255,0.017,21.689,0.013,21.333,0.012,20.26,0.011,0.431,0.41,0.45,mag25lim,149.5156468,1.973943505,0.4492,3.0,publicSpecZ,0,18,19.0,27.0,19.0
149.51606999999996,2.318458,24.862,0.065,24.282,0.054000000000000006,24.09800000000001,0.044,24.523000000000003,0.055,23.757,0.036000000000000004,23.393,0.031,23.299,0.045,22.426,0.07400000000000001,0.608,0.6,0.62,mag25lim,149.51608819999996,2.31844187,0.5951764,3.0,publicSpecZ,0,21,31.0,43.0,31.0
149.51666,2.525809,24.292,0.051,23.062,0.029,22.092,0.016,23.02,0.025,21.469,0.012,20.925,0.01,20.534,0.01,19.448,0.01,0.399,0.39,0.41,mag25lim,149.5166875,2.525794387,0.3989,2.0,publicSpecZ,0,17,16.0,22.0,16.0
149.51679,2.810962,24.38300000000001,0.054000000000000006,23.622,0.039,22.849,0.023,23.621,0.033,22.446,0.018000000000000002,21.983,0.015,21.625,0.015,20.826,0.018000000000000002,0.354,0.34,0.37,mag25lim,149.5168119,2.81094538,0.37778738,3.0,publicSpecZ,0,25,30.0,34.0,30.0
149.51683,2.578841,25.06,0.0855,23.4902,0.0347,22.4079,0.0177,23.3909,0.0286,21.721,0.0127,21.1258,0.0096,20.7551,0.0089,19.7405,0.053,0.4,0.31,0.41,Cosmos2006,149.5168516,2.578821775,0.36768064,4.0,publicSpecZ,0,15,17.0,24.0,17.0
149.51806000000005,2.779217,24.451,0.056,24.036,0.048,23.512,0.032,24.097,0.043,23.296,0.028,23.109,0.027000000000000003,22.862,0.034,22.385,0.068,0.364,0.35,0.38,mag25lim,149.518076,2.779196547,0.3713552,3.0,publicSpecZ,0,16,19.0,23.0,19.0
149.51845,2.156562,24.5704,0.0557,23.7599,0.04,23.4283,0.0295,23.8231,0.0358,23.4058,0.0294,23.2278,0.0282,23.1291,0.0423,23.0717,1.2316,0.16,0.11,2.6,Cosmos2006,149.5184701,2.15653824,0.021589262,2.0,publicSpecZ,0,40,36.0,45.0,36.0
149.51867,1.609705,23.6937,0.0367,22.9273,0.0264,22.5,0.0185,23.0051,0.0236,22.2762,0.0167,21.8312,0.0135,21.5904,0.0141,21.2591,0.1992,0.0,0.0,0.21,Cosmos2006,149.51867190000004,1.609688215,0.305599988,2.0,publicSpecZ,0,8,12.0,19.0,12.0
149.51912,1.964901,23.4934,0.0311,23.0679,0.0281,22.7224,0.0205,23.157,0.0252,22.4313,0.0178,21.5138,0.0115,20.985,0.0099,19.6867,0.0499,0.89,0.77,0.96,Cosmos2006,149.5191373,1.96486393,0.9004,3.0,publicSpecZ,0,24,25.0,54.0,25.0
149.51917,2.2654080000000003,23.9352,0.0389,23.5104,0.0352,23.1957,0.0262,23.664,0.0329,22.6695,0.0202,21.7062,0.0126,20.9558,0.0099,19.7721,0.0557,1.0,0.97,1.03,Cosmos2006,149.5191915,2.265391664,0.9316154,4.0,publicSpecZ,0,15,19.0,21.0,19.0
149.51931000000005,2.073573,22.789,0.022,22.395,0.021,21.914,0.014,22.464,0.019,21.696,0.013,21.47,0.012,21.191,0.011,20.689,0.013,0.423,0.41,0.43,mag25lim,149.51931000000005,2.073573,0.2527,4.0,publicSpecZ,0,39,46.0,-1.0,46.0
149.51952,2.766106,23.463,0.032,22.684,0.025,21.88,0.014,22.687,0.021,21.354,0.011,20.817,0.01,20.398,0.01,19.189,0.01,0.433,0.42,0.45,mag25lim,149.5195181,2.766094902,0.45882192,2.0,publicSpecZ,0,36,33.0,52.0,33.0
149.51959,2.60892,23.454,0.03,22.837,0.026,22.502,0.019,22.951,0.024,22.323,0.017,22.109,0.015,21.902,0.016,21.364,0.021,0.5760000000000001,0.57,0.59,mag25lim,149.51959,2.60892,1.014600039,4.0,publicSpecZ,0,46,45.0,11.0,45.0
149.51981999999995,2.224181,24.9429,0.07,24.5748,0.0604,24.2438,0.0473,24.7632,0.0634,23.9451,0.041,23.5485,0.0352,23.3797,0.0488,22.9259,1.0359,0.51,0.44,0.56,Cosmos2006,149.51983909999996,2.224161787,0.5265516,2.0,publicSpecZ,0,26,20.0,33.0,20.0
149.52007,2.78776,23.72300000000001,0.037000000000000005,23.122,0.03,22.794,0.022,23.193,0.027000000000000003,22.67,0.021,22.455,0.019,22.342,0.023,22.13,0.053,0.263,0.25,0.27,mag25lim,149.52008899999996,2.787730883,0.24966113,4.0,publicSpecZ,0,14,20.0,28.0,20.0
149.52046,2.286686,24.877,0.064,24.522,0.061,24.35,0.05,24.79,0.064,24.087,0.045,23.3,0.031,22.954,0.035,21.987,0.048,0.813,0.8,0.83,mag25lim,149.5204716,2.28667413,0.7496639,2.0,publicSpecZ,0,49,48.0,34.0,48.0
149.52066000000005,2.257882,24.329,0.048,23.717,0.04,23.269,0.028,23.733,0.037000000000000005,23.191,0.028,22.992,0.027000000000000003,22.838,0.039,22.356,0.07200000000000001,0.264,0.25,0.27,mag25lim,149.5206799,2.257859517,0.20207086,3.0,publicSpecZ,0,14,16.0,17.0,16.0
149.52081,2.726872,22.1658,0.0161,21.3796,0.0128,20.9175,0.0087,21.3412,0.0108,20.8231,0.0084,20.5013,0.0072,20.0979,0.0064,19.3387,0.0367,0.07,0.06,0.07,Cosmos2006,149.52087,2.726896,0.488,4.0,DEIMOS,0,22,36.0,52.0,36.0
149.52146000000005,1.7637900000000002,23.665,0.035,23.091,0.03,22.679,0.021,23.14,0.026,22.114,0.016,21.54,0.012,21.204,0.011,20.117,0.011,0.586,0.58,0.6,mag25lim,149.5214767,1.7637853280000002,0.5743,3.0,publicSpecZ,0,33,34.0,48.0,34.0
149.52174,2.605255,23.1987,0.0274,22.6196,0.0229,22.0375,0.0148,22.688,0.0208,21.7001,0.0127,21.3002,0.0105,21.0308,0.0103,20.378,0.1029,0.43,0.37,0.48,Cosmos2006,149.5217677,2.60523739,0.43463776,3.0,publicSpecZ,0,57,72.0,82.0,72.0
149.5219,1.886993,24.903,0.07200000000000001,23.564,0.037000000000000005,22.81,0.022,23.515,0.032,22.151,0.016,21.383000000000006,0.011,20.956,0.01,19.731,0.01,0.527,0.52,0.54,mag25lim,149.52189119999997,1.88702735,0.5299,21.0,publicSpecZ,0,18,26.0,32.0,26.0
149.52228,2.292717,27.484,0.397,26.04300000000001,0.155,24.672,0.062,26.015,0.146,23.921,0.039,22.683000000000003,0.021,21.925,0.018000000000000002,20.527,0.015,0.865,0.85,0.88,mag25lim,149.5222989,2.292719263,0.9077,3.0,publicSpecZ,0,14,15.0,11.0,15.0
149.5223,2.377642,24.514,0.056,24.316,0.055,24.29,0.048,24.559,0.057,24.182,0.045,23.54,0.034,23.273000000000003,0.043,22.253,0.073,0.856,0.82,0.87,mag25lim,149.5223016,2.377616282,0.75968784,2.0,publicSpecZ,0,34,40.0,33.0,40.0
149.52296,2.221704,26.978,0.266,25.607,0.113,24.673,0.062,25.853,0.128,23.831,0.037000000000000005,22.715,0.021,21.799,0.016,20.305,0.012,1.015,1.0,1.03,mag25lim,149.52299169999995,2.2216841940000003,1.0323529,3.0,publicSpecZ,0,12,13.0,7.0,13.0
149.52363,1.758953,24.861,0.071,23.259,0.032,21.98,0.015,22.957,0.024,21.126,0.01,20.253,0.01,19.64,0.01,18.359,0.01,0.564,0.55,0.57,mag25lim,149.5236155,1.758972025,0.568839431,4.0,publicSpecZ,0,16,18.0,27.0,18.0
149.52414,2.1662060000000003,24.259,0.046,23.631,0.039,23.245,0.028,23.671,0.035,22.786,0.022,22.08,0.016,21.695,0.015,20.506,0.013,0.75,0.71,0.76,mag25lim,149.52415580000005,2.166181924,0.7098778,3.0,publicSpecZ,0,43,43.0,51.0,43.0
149.52459,2.218865,24.8865,0.068,24.4716,0.0576,24.1571,0.0464,24.6966,0.0645,23.8204,0.0396,23.0864,0.0272,22.3239,0.0222,21.113000000000003,0.1882,1.04,1.01,1.15,Cosmos2006,149.5246084,2.218839286,1.0653608,2.0,publicSpecZ,0,16,15.0,26.0,15.0
149.52476,1.834238,28.127,0.904,27.255,0.345,26.942,0.32299999999999995,27.34,0.412,25.587,0.107,25.034,0.094,24.588,0.139,23.276,0.17,0.504,0.44,0.6,mag25lim,149.52475,1.83425,4.868,1.0,DEIMOS,1,11,21.0,9.0,21.0
149.52545,2.504841,24.027,0.044,23.536,0.037000000000000005,23.262,0.028,23.719,0.036000000000000004,22.914,0.023,22.34,0.018000000000000002,22.127,0.02,21.32,0.028,0.636,0.62,0.65,mag25lim,149.52547819999995,2.504825925,0.68896234,4.0,publicSpecZ,0,13,21.0,18.0,21.0
149.5259,2.349116,24.68,0.06,24.22300000000001,0.053,23.674,0.035,24.34800000000001,0.05,23.343000000000004,0.029,23.085,0.026,22.836,0.033,22.415,0.08199999999999999,0.431,0.42,0.44,mag25lim,149.5259342,2.349080664,0.42128122,4.0,publicSpecZ,0,28,31.0,37.0,31.0
149.52629,2.681998,25.217,0.094,24.665,0.066,23.784,0.037000000000000005,24.596,0.058,23.125,0.026,21.972,0.015,21.425,0.013,20.029,0.01,0.747,0.73,0.76,mag25lim,149.52632680000005,2.681971601,0.77655286,3.0,publicSpecZ,0,16,25.0,27.0,25.0
149.52657,1.872956,24.762,0.066,24.255,0.053,23.938,0.04,24.31,0.049,23.62,0.033,22.731,0.022,22.226,0.022,21.077,0.021,0.916,0.91,0.93,mag25lim,149.5265915,1.872929044,0.909,1.0,publicSpecZ,0,76,73.0,36.0,73.0
